entity,prefix,reference,name,description,design-code-categories,organisation,design-code,documentation-url,document-url,start-date,end-date,entry-date
,design-code-rule,hsfs-junction-geometry-and-characteristics,Junction geometry and characteristics,,junctions-crossings,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.7,,,
,design-code-rule,hsfs-staggered-junctions,Staggered Junctions,,junctions-crossings,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.8,,,
,design-code-rule,hsfs-turning-heads,Turning Heads,,junctions-crossings,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.9,,,
,design-code-rule,hsfs-materials-guidance,Materials guidance,,street-network,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.10,,,
,design-code-rule,hsfs-pedestrian-and-cycle-crossings,Pedestrian and cycle crossings,,cycling;inclusive-streets,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.11,,,
,design-code-rule,hsfs-artwork-on-crossings,Artwork on Crossings,,public-art;junctions-crossings,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.12,,,
,design-code-rule,hsfs-road-markings,Road Markings,,junctions-crossings,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.13,,,
,design-code-rule,hsfs-accessibility-considerations,Accessibility considerations,,inclusive-streets,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.14,,,
,design-code-rule,hsfs-safety-considerations-for-streets-with-high-vehicle-volumes-and-or-speeds,Safety considerations for streets with high vehicle volumes and/or speeds,,inclusive-streets,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=5.15,,,
,design-code-rule,hsfs-pedestrian-vision-and-strategy,Pedestrian vision and strategy,,walking;inclusive-streets,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=6,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=6.1,,,
,design-code-rule,hsfs-continuous-level-surface-streets,Continuous level surface streets,,walking;inclusive-streets,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=6,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=6.2,,,
,design-code-rule,hsfs-why-trees-are-important,Why trees are important,,street-trees;biodiversity,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.1,,,
,design-code-rule,hsfs-adoption-and-planting,Adoption and planting,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.2,,,
,design-code-rule,hsfs-selection-of-street-tree-species,Selection of street tree species,,street-trees;biodiversity,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.3,,,
,design-code-rule,hsfs-tree-planting-considerations,Tree planting considerations,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.4,,,
,design-code-rule,hsfs-appropriate-tree-planting-locations,Appropriate tree planting locations,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.5,,,
,design-code-rule,hsfs-tree-pits-and-root-volumes,Tree pits and root volumes,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.6,,,
,design-code-rule,hsfs-protection-and-establishment-of-trees,Protection and establishment of trees,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.7,,,
,design-code-rule,hsfs-existing-trees-and-hedgerows,Existing trees and hedgerows,,street-trees;biodiversity,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.8,,,
,design-code-rule,hsfs-safety-implications-for-trees-and-planting,Safety implications for trees and planting,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.9,,,
,design-code-rule,hsfs-utilities-and-trees,Utilities and trees,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.10,,,
,design-code-rule,hsfs-tree-maintenance-and-adoption,Tree maintenance and adoption,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.11,,,
,design-code-rule,hsfs-planters,Planters,,street-trees,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.12,,,
,design-code-rule,"hsfs-grass-verges,-shrubs-and-ground-cover-planting","Grass verges, shrubs and ground cover planting",,biodiversity,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=7.13,,,
,design-code-rule,hsfs-design-principles-for-suds-in-surrey,Design principles for SuDS in Surrey,,suds;working-with-water,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.2,,,
,design-code-rule,hsfs-suds-management-train,SuDS Management train,,suds,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.3,,,
,design-code-rule,hsfs-location-of-suds-features,Location of SuDS Features,,suds,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.4,,,
,design-code-rule,hsfs-exceedance-and-flood-risk,Exceedance and flood risk,,suds;flood-risk,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.5,,,
,design-code-rule,hsfs-choice-of-suds-for-streets,Choice of SuDS for Streets,,suds,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.6,,,
,design-code-rule,hsfs-suds-maintenance,SuDS maintenance,,suds,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.7,,,
,design-code-rule,hsfs-adoption-considerations,Adoption considerations,,suds,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.8,,,
,design-code-rule,hsfs-drainage-materials,Drainage Materials,,flood-risk,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.9,,,
,design-code-rule,hsfs-ordinary-watercourses,Ordinary watercourses,,flood-risk,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=8.10,,,
,design-code-rule,hsfs-streetlights,Streetlights,,security;furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.1,,,
,design-code-rule,hsfs-location-of-streetlights,Location of streetlights,,security;furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.2,,,
,design-code-rule,hsfs-technical-specification-for-lighting,Technical specification for lighting,,security;furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.3,,,
,design-code-rule,hsfs-street-furniture-and-signage,Street furniture and signage,,furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.4,,,
,design-code-rule,hsfs-technical-design-specification-for-signage,Technical design specification for signage,,furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.5,,,
,design-code-rule,hsfs-technical-design-specification-for-bollards,Technical design specification for bollards,,furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.6,,,
,design-code-rule,hsfs-electric-vehicle-ev-charging,Electric Vehicle (EV) charging,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.7,,,
,design-code-rule,hsfs-ev-charging-equipment-selection,EV charging equipment selection,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.8,,,
,design-code-rule,hsfs-location-of-ev-charger-equipment,Location of EV charger equipment,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.9,,,
,design-code-rule,hsfs-street-furniture-lighting-and-signage,"Street furniture, lighting and signage",,security;furniture,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=9.10,,,
,design-code-rule,hsfs-parking-principles,Parking principles,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.1,,,
,design-code-rule,hsfs-on-street-and-opportunity-parking,On street and opportunity parking,On street and opportunity parking,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.2,,,
,design-code-rule,hsfs-off-street-parking-on-and-off-plot,Off-street parking (on and off plot),,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.3,,,
,design-code-rule,hsfs-parking-space-dimensions,Parking space dimensions,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.4,,,
,design-code-rule,hsfs-garages-and-driveways,Garages and driveways,,garages;car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.5,,,
,design-code-rule,hsfs-on-street-delivery-and-loading-bays,On street delivery and loading bays,,servicing,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.6,,,
,design-code-rule,hsfs-school-parking,School Parking,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.7,,,
,design-code-rule,hsfs-parking-management-and-control,Parking management and control,,car-parking,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=10.8,,,
,design-code-rule,hsfs-cycling-vision-strategy,Cycling Vision Strategy,,cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.1,,,
,design-code-rule,hsfs-principles-of-good-cycling-infrastructure,Principles of good cycling infrastructure,,cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.2,,,
,design-code-rule,hsfs-cycling-infrastructure-design-considerations,Cycling infrastructure design considerations,,cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.3,,,
,design-code-rule,hsfs-creating-a-cycle-network,Creating a Cycle Network,,cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.4,,,
,design-code-rule,hsfs-cycle-lanes-at-bus-stops,Cycle Lanes at Bus Stops,,cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.5,,,
,design-code-rule,hsfs-cycle-crossings,Cycle Crossings,,junctions-crossings;cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.6,,,
,design-code-rule,hsfs-cycling-at-junctions,Cycling at Junctions,,junctions-crossings;cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.7,,,
,design-code-rule,hsfs-cycling-storage,Cycling Storage,,cycle-parking;cycling,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=11.8,,,
,design-code-rule,hsfs-mobility-hubs,Mobility hubs,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.2,,,
,design-code-rule,hsfs-rail-links,Rail links,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.3,,,
,design-code-rule,hsfs-bus-stop-location,Bus stop location,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.4,,,
,design-code-rule,hsfs-bus-route-design,Bus route design,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.5,,,
,design-code-rule,hsfs-bus-stop-design,Bus stop design,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.6,,,
,design-code-rule,hsfs-bus-stop-technical-specifications,Bus stop technical specifications,,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.7,,,
,design-code-rule,"hsfs-bus-service-provision,-funding-and-maintenance","Bus service provision, funding and maintenance",,public-transport,local-authority:SRY,healthy-street-for-surrey,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12,https://healthystreets.surreycc.gov.uk/requirements-and-guidance/section?id=12.8,,,
,design-code-rule,lasvdc-tc-1-1,"TC1.1 Streets ",,street-hierarchy;street-network,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-1-3,TC1.3 Junctions,,junctions-crossings,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-1-4,"TC1.4 Visitor Car Parking ",,car-parking,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-1-5,"TC1.5 Residential Parking ",,car-parking,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-1-6,"TC1.6 Cycling  ",,cycling,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-1-7,"TC1.7 Bins ",,servicing,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-2-1,"TC2.1 Open Space Provision ",,network-of-spaces;os-provision,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-2-2,"TC2.2 Biodiversity ",,biodiversity,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-2-3,TC2.3 Drainage,,working-with-water;suds,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-2-4,"TC2.4 Trees  ",,street-trees,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-3-1,"TC3.1 Housing Density ",,density,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
,design-code-rule,lasvdc-tc-3-2,"TC3.2 Party Wall  ",,whether-buildings-join,local-authority:DUD,lye-and-stour-valley-design-code,https://www.dudley.gov.uk/residents/planning/planning-policy/lye-and-stour-valley-design-code/,https://www.bdp.com/globalassets/--misc--/lye-masterplan-and-design-code/design-code_draft.pdf,,,
